Entity_Name,Borough,borough_geom,borough_code,State,Latitude,Longitude,AED_NumAeds,Location Type,is_mislabeled
P.S. 043 Queens,Queens,QUEENS,4.0,New York,40.59382594,-73.76174122,1.0,Public Schools,False
Lower East Side Preparatory High School,Manhattan,MANHATTAN,1.0,New York,40.72057435,-73.98564545,1.0,School,False
P.S. 125 Ralph Bunche,Manhattan,MANHATTAN,1.0,New York,40.8104246,-73.95580871,1.0,Public Schools,False
OGDEN CAP PROPERTIES,Manhattan,MANHATTAN,1.0,New York,40.76079111,-73.97310365,1.0,Businesses & Commercial Spaces,False
P.S. 193 Alfred J. Kennedy,Queens,QUEENS,4.0,New York,40.79247577,-73.80973945,1.0,Public Schools,False
"Cline, Davis & Mann, Inc.",Manhattan,MANHATTAN,1.0,New York,40.75423683,-73.97399422,1.0,Businesses & Commercial Spaces,False
Bronx Arts and Science Charter School - Primary Building,Bronx,BRONX,2.0,New York,40.82612961,-73.83677895,1.0,Public Schools,False
P.S. 024 Andrew Jackson,Queens,QUEENS,4.0,New York,40.75206282,-73.81878832,1.0,Public Schools,False
Haug Partners LLP,Manhattan,MANHATTAN,1.0,New York,40.76331917,-73.97369465,1.0,Businesses & Commercial Spaces,False
District 2 Pre-K Center at 2-26 Washington St (M391),Manhattan,MANHATTAN,1.0,New York,40.70511839,-74.01559192,1.0,Public Schools,False
Fisher Brothers - 299 Park,Manhattan,MANHATTAN,1.0,New York,40.75644922,-73.97449508,1.0,Businesses & Commercial Spaces,False
P.S. 253 Brooklyn,Brooklyn,BROOKLYN,3.0,New York,40.57959983,-73.96207111,1.0,Public Schools,False
I.S. 061 William A Morris,Staten Island,STATEN ISLAND,5.0,New York,40.63400168,-74.09782538,1.0,Public Schools,False
"Walt Disney/ABC, Inc.",Manhattan,MANHATTAN,1.0,New York,40.74801073,-73.98353543,1.0,Businesses & Commercial Spaces,False
Learners and Leaders - Annex,Queens,QUEENS,4.0,New York,40.70730871,-73.91532904,1.0,School,False
Kingsbridge International High School,Bronx,BRONX,2.0,New York,40.87028649,-73.89830757,1.0,School,False
"Hawkins, Delafield & Wood LLP",Manhattan,MANHATTAN,1.0,New York,40.71321318,-74.0117089,1.0,Businesses & Commercial Spaces,False
The Joan Snow Pre-K Center at 3610 Glenwood Road (K042),Brooklyn,BROOKLYN,3.0,New York,40.63435255,-73.94179519,1.0,Public Schools,False
MS 936 Arts Off 3rd,Brooklyn,BROOKLYN,3.0,New York,40.64320365,-74.0208023,1.0,School,False
Fisher Brothers - 299 Park,Manhattan,MANHATTAN,1.0,New York,40.75644922,-73.97449508,1.0,Businesses & Commercial Spaces,False
Viking Global,Manhattan,MANHATTAN,1.0,New York,40.76013593,-73.97686165,1.0,Businesses & Commercial Spaces,False
High School for Dual Language and Asian Studies,Manhattan,MANHATTAN,1.0,New York,40.71734144,-73.98959626,1.0,School,False
P.S. 28 - The Thomas Emanuel Early Childhood Center,Queens,QUEENS,4.0,New York,40.7471186,-73.85482351,1.0,Public Schools,False
Sailor's Snug Harbor,Staten Island,STATEN ISLAND,5.0,New York,40.64506801,-74.10475314,1.0,Parks & Recreation,False
Capital Preparatory (CP) Harlem Charter School,Manhattan,MANHATTAN,1.0,New York,40.80870634,-73.93790332,1.0,School,False
P.S. Q016 The Nancy DeBenedittis School,Queens,QUEENS,4.0,New York,40.74897924,-73.86122925,1.0,Public Schools,False
Queensbridge/Riis Senior Centers,Queens,QUEENS,4.0,New York,40.75548111,-73.94532729,1.0,Senior Centers,False
"Fried, Frank, Harris, Shriver & Jacobson LLP",Manhattan,MANHATTAN,1.0,New York,40.70253319,-74.01256178,1.0,Businesses & Commercial Spaces,False
New York Center For Autism Charter School - Bronx,Bronx,BRONX,2.0,New York,40.82841218,-73.90072055,1.0,School,False
"Walt Disney/ABC, Inc.",Manhattan,MANHATTAN,1.0,New York,40.77324011,-73.98069136,1.0,Businesses & Commercial Spaces,False
New York City Office of Management & Budget,Manhattan,MANHATTAN,1.0,New York,40.71444286,-74.01147464,1.0,Government Buildings & Services,False
Vanguard High School,Manhattan,MANHATTAN,1.0,New York,40.76535184,-73.96005883,1.0,School,False
P.S. 186 Dr. Irving A Gladstone,Brooklyn,BROOKLYN,3.0,New York,40.61147572,-73.99467675,1.0,Public Schools,False
Bayside High School,Queens,QUEENS,4.0,New York,40.77174691,-73.78029496,1.0,School,False
Department of Citywide Administrative Services,Manhattan,MANHATTAN,1.0,New York,40.71607657,-74.0014249,1.0,Government Buildings & Services,False
"Cravath, Swaine & Moore LLP",Manhattan,MANHATTAN,1.0,New York,40.75216196,-73.9972028,1.0,Businesses & Commercial Spaces,False
JPMorgan Chase - 4 NYP,Manhattan,MANHATTAN,1.0,New York,40.70236589,-74.01132468,5.0,Businesses & Commercial Spaces,False
The Children's Lab School,Queens,QUEENS,4.0,New York,40.7425649,-73.92260266,1.0,School,False
Citigroup Corporation Investment Bank-Medical Department:333 West 34th Street,Manhattan,MANHATTAN,1.0,New York,40.75264494,-73.99453549,1.0,Businesses & Commercial Spaces,False
Leaders In Our Neighborhood Charter High School,Bronx,BRONX,2.0,New York,40.81728462,-73.88835962,1.0,School,False
Brooklyn International High School,Brooklyn,BROOKLYN,3.0,New York,40.69733156,-73.98501576,1.0,School,False
Friends Seminary,Manhattan,MANHATTAN,1.0,New York,40.73441897,-73.98577597,1.0,School,False
Legacy College Prep High School,Bronx,BRONX,2.0,New York,40.82024724,-73.90811776,1.0,School,False
P.S. 219 Kennedy-King,Brooklyn,BROOKLYN,3.0,New York,40.65928049,-73.92291952,1.0,Public Schools,False
Department of Citywide Administrative Services,Manhattan,MANHATTAN,1.0,New York,40.71668858,-74.0041629,1.0,Government Buildings & Services,False
"Interpublic Group of Companies, Inc",Manhattan,MANHATTAN,1.0,New York,40.75873689,-73.96861769,1.0,Businesses & Commercial Spaces,False
Anchin Block & Anchin,Manhattan,MANHATTAN,1.0,New York,40.7523205,-73.98746128,1.0,Businesses & Commercial Spaces,False
Edge Fund Advisors,Manhattan,MANHATTAN,1.0,New York,40.75783992,-73.98500932,1.0,Businesses & Commercial Spaces,False
New Dorp High School,Staten Island,STATEN ISLAND,5.0,New York,40.56938596,-74.10773667,1.0,School,False
Brooklyn High School Of The Arts,Brooklyn,BROOKLYN,3.0,New York,40.68355208,-73.98027034,1.0,School,False
New Design Middle School,Manhattan,MANHATTAN,1.0,New York,40.81926042,-73.95710348,1.0,School,False
Fort Independence Senior Centers,Bronx,BRONX,2.0,New York,40.8800873,-73.90074073,1.0,Senior Centers,False
P.S. 204 Morris Heights,Bronx,BRONX,2.0,New York,40.8502284,-73.91576813,1.0,Public Schools,False
P.S. 070 Queens,Queens,QUEENS,4.0,New York,40.76153028,-73.91361017,1.0,Public Schools,False
Swinging Sixties Senior Centers,Brooklyn,BROOKLYN,3.0,New York,40.71296476,-73.94545248,1.0,Senior Centers,False
P.S. 025 Eubie Blake School,Brooklyn,BROOKLYN,3.0,New York,40.69102926,-73.94134165,1.0,Public Schools,False
High School for Law and Public Service,Manhattan,MANHATTAN,1.0,New York,40.85584913,-73.92711914,1.0,School,False
Wayside Tomkins Park Senior Centers,Brooklyn,BROOKLYN,3.0,New York,40.68865859,-73.94877539,1.0,Senior Centers,False
Milton Fein School,Bronx,BRONX,2.0,New York,40.88106008,-73.90536455,1.0,School,False
P037R - The David Marquis School of the Arts MAIN SITE (R840),Staten Island,STATEN ISLAND,5.0,New York,40.56396289,-74.15088459,1.0,School,False
Worldwide Plaza,Manhattan,MANHATTAN,1.0,New York,40.76206701,-73.98627542,1.0,Businesses & Commercial Spaces,False
DFTA WEP Program,Manhattan,MANHATTAN,1.0,New York,40.71682297,-74.00645359,1.0,Government Buildings & Services,False
Jack and Pearl Resnick Campus,Bronx,BRONX,2.0,New York,40.85117554,-73.84482139,1.0,School,False
Susan E. Wagner High School,Staten Island,STATEN ISLAND,5.0,New York,40.59688858,-74.12416878,1.0,School,False
Passages Academy - Bronx Hope,Bronx,BRONX,2.0,New York,40.84702142,-73.91800233,1.0,School,False
JASA Luna Park Senior Centers,Brooklyn,BROOKLYN,3.0,New York,40.57733985,-73.97962507,1.0,Senior Centers,False
I.S. 98 Bay Academy,Brooklyn,BROOKLYN,3.0,New York,40.58311845,-73.95403723,1.0,School,False
"Cahill, Gordon & Reindel LLP",Manhattan,MANHATTAN,1.0,New York,40.70588502,-74.0071811,1.0,Businesses & Commercial Spaces,False
J.H.S. 118 William W. Niles,Bronx,BRONX,2.0,New York,40.84833213,-73.8930785,1.0,Public Schools,False
Success Academy Charter School Bronx 5 - UPPER School,Bronx,BRONX,2.0,New York,40.80673483,-73.91522736,1.0,School,False
The Third Commonwealth Corp.,Manhattan,MANHATTAN,1.0,New York,40.78424753,-73.954797,2.0,Businesses & Commercial Spaces,False
Minskoff Theater,Manhattan,MANHATTAN,1.0,New York,40.75803215,-73.98571676,1.0,Performance Venues,False
Sentinel Real Estate Corp,Manhattan,MANHATTAN,1.0,New York,40.75963708,-73.98062674,1.0,Businesses & Commercial Spaces,False
Morgan Stanley - E52,Manhattan,MANHATTAN,1.0,New York,40.75882057,-73.97397799,1.0,Businesses & Commercial Spaces,False
Morgan Stanley - 1585 Broadway,Manhattan,MANHATTAN,1.0,New York,40.76020869,-73.98533366,1.0,Businesses & Commercial Spaces,False
Blueprint Middle School (Pugsley Prep Academy),Bronx,BRONX,2.0,New York,40.82922485,-73.85673228,1.0,School,False
Wildlife Conservation SOciety,Manhattan,MANHATTAN,1.0,New York,40.76770452,-73.97051599,1.0,Zoos & Aquariums,False
American Museum of Natural History,Manhattan,MANHATTAN,1.0,New York,40.78130521,-73.972254,1.0,Museums,False
Brooklyn Lab School,Brooklyn,BROOKLYN,3.0,New York,40.69113882,-73.86832767,1.0,Public Schools,False
"Royce and Associates, LLC",Manhattan,MANHATTAN,1.0,New York,40.76331917,-73.97369465,1.0,Businesses & Commercial Spaces,False
P.S. 051 Elias Howe,Manhattan,MANHATTAN,1.0,New York,40.76151057,-73.99591009,1.0,Public Schools,False
I.S. 230 Queens,Queens,QUEENS,4.0,New York,40.75285886,-73.89319263,1.0,Public Schools,False
Department of Citywide Administrative Services,Manhattan,MANHATTAN,1.0,New York,40.71542054,-74.00267301,1.0,Government Buildings & Services,False
P.S. 958,Brooklyn,BROOKLYN,3.0,New York,40.65327063,-74.001838,1.0,Public Schools,False
Harlem Prep Charter - High School,Manhattan,MANHATTAN,1.0,New York,40.80163976,-73.93501674,1.0,School,False
US Realty Advisors LLC,Manhattan,MANHATTAN,1.0,New York,40.76259829,-73.97845996,1.0,Businesses & Commercial Spaces,False
E.S.M.T- I.S. 190,Bronx,BRONX,2.0,New York,40.83656794,-73.89281559,1.0,Public Schools,False
M.S. 053 Brian Piccolo,Queens,QUEENS,4.0,New York,40.60361433,-73.74909819,1.0,Public Schools,False
"Smith, Gambrell & Russell, LLP",Manhattan,MANHATTAN,1.0,New York,40.76123707,-73.9794567,1.0,Businesses & Commercial Spaces,False
"Jack Resnick & Sons, Inc.",Manhattan,MANHATTAN,1.0,New York,40.76560446,-73.98232171,1.0,Businesses & Commercial Spaces,False
P.S. 249 The Caton,Brooklyn,BROOKLYN,3.0,New York,40.64970289,-73.96604566,1.0,Public Schools,False
Morgan Stanley - ISG - New York Metro - 750 7th Ave - Floor: 07,Manhattan,MANHATTAN,1.0,New York,40.76074642,-73.98352505,1.0,Businesses & Commercial Spaces,False
Trump Place @ 200 RSB,Manhattan,MANHATTAN,1.0,New York,40.77911764,-73.98818198,1.0,Businesses & Commercial Spaces,False
P.S. 120 Queens,Queens,QUEENS,4.0,New York,40.74551896,-73.82930821,1.0,Public Schools,False
"Amwins Group - New York, NY",Manhattan,MANHATTAN,1.0,New York,40.70535259,-74.00629017,1.0,Businesses & Commercial Spaces,False
P.S. 121 Throop,Bronx,BRONX,2.0,New York,40.86607387,-73.85097985,1.0,Public Schools,False
Cypress Hills Collegiate Preparatory School,Brooklyn,BROOKLYN,3.0,New York,40.69113882,-73.86832767,1.0,Public Schools,False
Mill Basin Yeshiva Academy,Brooklyn,BROOKLYN,3.0,New York,40.61620202,-73.91269679,1.0,School,False
Orchard Collegiate Academy,Manhattan,MANHATTAN,1.0,New York,40.71367683,-73.98633592,1.0,School,False
Lower Manhattan Community Middle School,Manhattan,MANHATTAN,1.0,New York,40.70567313,-74.01330176,1.0,School,False
NYC DOE ADMIN QPN,Queens,QUEENS,4.0,New York,40.75007306,-73.93820722,1.0,Government Buildings & Services,False
P.S. 160 William T. Sampson,Brooklyn,BROOKLYN,3.0,New York,40.63731523,-73.99921453,1.0,Public Schools,False
Mallilo & Grossman,Queens,QUEENS,4.0,New York,40.76131907,-73.80269221,1.0,Businesses & Commercial Spaces,False
"Walt Disney/ABC, Inc.",Manhattan,MANHATTAN,1.0,New York,40.77298749,-73.98008127,1.0,Businesses & Commercial Spaces,False
Fordham University Bronx Location,Bronx,BRONX,2.0,New York,40.86072673616,-73.88953366191,1.0,Colleges & Universities,False
Art and Design High School,Manhattan,MANHATTAN,1.0,New York,40.7591454,-73.96699314,1.0,School,False
Marble Hill Senior Centers,Manhattan,MANHATTAN,1.0,New York,40.87605575,-73.90788485,1.0,Senior Centers,False
Medgar Evers College Preparatory School,Brooklyn,BROOKLYN,3.0,New York,40.66718725,-73.95116742,1.0,School,False
P.S. 199 Maurice A. Fitzgerald,Queens,QUEENS,4.0,New York,40.74008053,-73.92621419,1.0,Public Schools,False
Success Academy Charter School - Harlem 1 [PreK-4],Manhattan,MANHATTAN,1.0,New York,40.80250493,-73.94680918,1.0,School,False
P.S. 214 Cadwallader Colden,Queens,QUEENS,4.0,New York,40.77038,-73.82861605,1.0,Public Schools,False
Alice Tully Hall,Manhattan,MANHATTAN,1.0,New York,40.77315252,-73.98221138,1.0,Businesses & Commercial Spaces,False
The School of Integrated Learning,Brooklyn,BROOKLYN,3.0,New York,40.67270553,-73.93692371,1.0,School,False
P.S. 099 Kew Gardens,Queens,QUEENS,4.0,New York,40.71141142,-73.82862758,1.0,Public Schools,False
P.S. 345 Patrolman Robert Bolden,Brooklyn,BROOKLYN,3.0,New York,40.67612159,-73.8803374,1.0,Public Schools,False
47 American Sign Language & English Lower School,Manhattan,MANHATTAN,1.0,New York,40.73852741,-73.98242274,1.0,Public Schools,False
Wellspring Philanthropic Fund,Manhattan,MANHATTAN,1.0,New York,40.75470013,-73.98675338,5.0,Businesses & Commercial Spaces,False
Hearst Corporation,Manhattan,MANHATTAN,1.0,New York,40.76643902,-73.98332508,1.0,Businesses & Commercial Spaces,False
I.S. 5 - The Walter Crowley Intermediate School,Queens,QUEENS,4.0,New York,40.73791083,-73.88740696,1.0,School,False
TD Cowen,Manhattan,MANHATTAN,1.0,New York,40.75826818,-73.97105441,1.0,Businesses & Commercial Spaces,False
Morgan Stanley - ISG - New York Metro - 750 7th Ave - Floor: 32,Manhattan,MANHATTAN,1.0,New York,40.76074642,-73.98352505,1.0,Businesses & Commercial Spaces,False
Brooklyn College Academy - Main Site (K917),Brooklyn,BROOKLYN,3.0,New York,40.64939702,-73.97173608,1.0,School,False
"East Side Elementary School, PS 267",Manhattan,MANHATTAN,1.0,New York,40.76383537,-73.96422199,1.0,School,False
Adaptive Phys Ed - QPN,Queens,QUEENS,4.0,New York,40.75007306,-73.93820722,1.0,Government Buildings & Services,False
Equinox,Brooklyn,BROOKLYN,3.0,New York,40.70298355,-73.98958408,1.0,Health Clubs & Gyms,False
High School Of Computers And Technology,Bronx,BRONX,2.0,New York,40.87594666,-73.8619685,1.0,School,False
11 Howard,Manhattan,MANHATTAN,1.0,New York,40.71923306,-73.99996392,1.0,Businesses & Commercial Spaces,False
Morgan Stanley - ISG - New York Metro - 750 7th Ave - Floor: 29,Manhattan,MANHATTAN,1.0,New York,40.76074642,-73.98352505,1.0,Businesses & Commercial Spaces,False
Waterfall Asset Management,Manhattan,MANHATTAN,1.0,New York,40.75963708,-73.98062674,1.0,Businesses & Commercial Spaces,False
Three World Trade Center,Manhattan,MANHATTAN,1.0,New York,40.71096789,-74.01235777,1.0,Businesses & Commercial Spaces,False
"Chubb Insurance - NY- New York, NY (1133 AOA)",Manhattan,MANHATTAN,1.0,New York,40.75593483,-73.98332411,9.0,Businesses & Commercial Spaces,False
Young Israel of Forest Hills Senior League,Queens,QUEENS,4.0,New York,40.7213494,-73.85165465,1.0,Senior Centers,False
One Madison Group LLC,Manhattan,MANHATTAN,1.0,New York,40.76500854,-73.98041579,1.0,Businesses & Commercial Spaces,False
Marymount School,Manhattan,MANHATTAN,1.0,New York,40.78686455,-73.95120209,1.0,School,False
DREAM Charter High School,Bronx,BRONX,2.0,New York,40.80735885,-73.92876185,1.0,School,False
Global Community Charter Middle School (DBA  Friends of GCCS),Manhattan,MANHATTAN,1.0,New York,40.82356457,-73.93965986,1.0,School,False
J.H.S. 383 Philippa Schuyler,Brooklyn,BROOKLYN,3.0,New York,40.69777383,-73.919777,1.0,Public Schools,False
CArgo Building 23 JFK,Queens,QUEENS,4.0,New York,40.64940503,-73.80356501,1.0,Ferries & Other Transportation,False
Growing Up Green Charter School II (Elementary School),Queens,QUEENS,4.0,New York,40.70612221,-73.79980847,1.0,School,False
"Soulcycle, Inc",Manhattan,MANHATTAN,1.0,New York,40.79180701,-73.97386393,1.0,Health Clubs & Gyms,False
Ralph R. McKee Career and Technical Education High School,Staten Island,STATEN ISLAND,5.0,New York,40.64278598,-74.07872971,1.0,School,False
Schiff Mini Building,Manhattan,MANHATTAN,1.0,New York,40.82094606,-73.95114449,1.0,Public Schools,False
P.S. 011 William T. Harris,Manhattan,MANHATTAN,1.0,New York,40.74434217,-74.00025262,1.0,Public Schools,False
JPMorgan Chase - BX Warehouse,Bronx,BRONX,2.0,New York,40.80975838,-73.89107078,1.0,Businesses & Commercial Spaces,False
Morgan Stanley - 1221 A of A,Manhattan,MANHATTAN,1.0,New York,40.75909387,-73.98213574,1.0,Businesses & Commercial Spaces,False
J.H.S. 292 Margaret S. Douglas,Brooklyn,BROOKLYN,3.0,New York,40.67197935,-73.89389583,1.0,Public Schools,False
P.S. 277 Bronx,Bronx,BRONX,2.0,New York,40.81351025,-73.91340154,1.0,Public Schools,False
I.S. 230 Queens - Annex,Queens,QUEENS,4.0,New York,40.75296509,-73.89232261,1.0,Public Schools,False
South Brooklyn Community High School,Brooklyn,BROOKLYN,3.0,New York,40.67796177,-74.01436337,1.0,School,False
Morgan Stanley - ISG - New York Metro - 522 5th Avenue - Floor: GF,Manhattan,MANHATTAN,1.0,New York,40.75450705,-73.98014457,2.0,Businesses & Commercial Spaces,False
"Anchin, Block & Anchin LLP",Manhattan,MANHATTAN,1.0,New York,40.7523205,-73.98746128,1.0,Businesses & Commercial Spaces,False
Pathways to Graduation @ South Bronx Job Corps,Bronx,BRONX,2.0,New York,40.85067106,-73.91681944,1.0,School,False
"Nederlander Producing Company of America, Inc. - HQ",Manhattan,MANHATTAN,1.0,New York,40.75709624,-73.98619342,1.0,Businesses & Commercial Spaces,False
P.S. 031 Samuel F. Dupont,Brooklyn,BROOKLYN,3.0,New York,40.72657992,-73.95426983,1.0,Public Schools,False
P.S. 003 Charrette School,Manhattan,MANHATTAN,1.0,New York,40.73258616,-74.00646595,1.0,Public Schools,False
Brookfield Properties - 300 Vesey Street,Manhattan,MANHATTAN,1.0,New York,40.71407442,-74.0167303,4.0,Businesses & Commercial Spaces,False
P.S. 032 Samuel Mills Sprole,Brooklyn,BROOKLYN,3.0,New York,40.68043817,-73.99194915,1.0,Public Schools,False
Morgan Stanley - E52,Manhattan,MANHATTAN,1.0,New York,40.75882057,-73.97397799,1.0,Businesses & Commercial Spaces,False
P.S. 023 The New Children's School,Bronx,BRONX,2.0,New York,40.85293384,-73.8947411,1.0,Public Schools,False
Brooklyn Preschool of Science,Brooklyn,BROOKLYN,3.0,New York,40.6895648,-73.99741458,1.0,School,False
Teachers College Community School - Lower School Annex,Manhattan,MANHATTAN,1.0,New York,40.81377449,-73.94602342,1.0,School,False
"Olmsted Center, Flushing Meadows-Corona Park",Queens,QUEENS,4.0,New York,40.75186819,-73.84933062,1.0,Parks & Recreation,False
Morgan Stanley - ISG - New York Metro - Floor: 6,Manhattan,MANHATTAN,1.0,New York,40.75450705,-73.98014457,1.0,Businesses & Commercial Spaces,False
Pharos Academy (ES/MS) [frmrly Bronx Lighthouse Charter School],Bronx,BRONX,2.0,New York,40.82312791,-73.89687684,1.0,Public Schools,False
District 20 Pre K Center at 369 93rd Street (K613),Brooklyn,BROOKLYN,3.0,New York,40.61803432,-74.03138074,1.0,Public Schools,False
"D.E. Shaw Research, LLC",Manhattan,MANHATTAN,1.0,New York,40.75710961,-73.983544,7.0,Businesses & Commercial Spaces,False
Achievement First East New York Middle School,Brooklyn,BROOKLYN,3.0,New York,40.68352886,-73.87690958,1.0,School,False
Harlem Village Academy West Elementary School,Manhattan,MANHATTAN,1.0,New York,40.80671183,-73.94510443,1.0,School,False
Space Shuttle Columbia School,Staten Island,STATEN ISLAND,5.0,New York,40.58313125,-74.16186165,1.0,School,False
Mott Hall Bridges Academy,Brooklyn,BROOKLYN,3.0,New York,40.66653721,-73.91090403,1.0,School,False
P.S./I.S. 104 The Fort Hamilton School,Brooklyn,BROOKLYN,3.0,New York,40.61840828,-74.02884148,1.0,Public Schools,False
Professor Juan Bosch Public School,Manhattan,MANHATTAN,1.0,New York,40.85923656,-73.92779144,1.0,School,False
Curtis High School,Staten Island,STATEN ISLAND,5.0,New York,40.64472755,-74.081222,1.0,Public Schools,False
Congregation Or Zarua,Manhattan,MANHATTAN,1.0,New York,40.7771316,-73.95798645,1.0,Houses of Worship,False
Thomas A. Edison Career and Technical Education High School,Queens,QUEENS,4.0,New York,40.71538132,-73.80036854,1.0,School,False
Mosaic Pre-K Center at 104-04 Corona Avenue (Q373),Queens,QUEENS,4.0,New York,40.74399404,-73.85840311,1.0,Public Schools,False
Insight Communications,Manhattan,MANHATTAN,1.0,New York,40.76263186,-73.98214562,1.0,Businesses & Commercial Spaces,False
P186X - Walter J. Damrosch,Bronx,BRONX,2.0,New York,40.83181334,-73.89807389,1.0,Public Schools,False
P.S. 189 The Bilingual Center,Brooklyn,BROOKLYN,3.0,New York,40.66555725,-73.92624648,1.0,Public Schools,False
British International School,Manhattan,MANHATTAN,1.0,New York,40.73725228,-73.97415965,1.0,School,False
Saint David's School,Manhattan,MANHATTAN,1.0,New York,40.78318667,-73.95839426,5.0,School,False
Pathways to Graduation @ Project Rousseau,Manhattan,MANHATTAN,1.0,New York,40.75965768,-73.97378274,1.0,School,False
I.S. 281 Joseph B Cavallaro,Brooklyn,BROOKLYN,3.0,New York,40.59533357,-73.99345738,1.0,Public Schools,False
Marymount School,Manhattan,MANHATTAN,1.0,New York,40.78686455,-73.95120209,1.0,School,False
Herbert Smith Freehills NY LLP,Manhattan,MANHATTAN,1.0,New York,40.7530952,-73.9748537,1.0,Businesses & Commercial Spaces,False
High School of Sports Management,Brooklyn,BROOKLYN,3.0,New York,40.59428436,-73.98576993,1.0,School,False
Perkins Eastman,Manhattan,MANHATTAN,1.0,New York,40.73888801,-73.99150181,1.0,Businesses & Commercial Spaces,False
Zeta Charter School - Mount Eden Early Childhood (Pre-K - Kindergarten),Bronx,BRONX,2.0,New York,40.83870817,-73.91879324,1.0,Public Schools,False
Pathways to Graduation @ Youth Action and Homes Program,Manhattan,MANHATTAN,1.0,New York,40.79905893,-73.93862389,1.0,School,False
RAIN Inwood Senior Centers,Manhattan,MANHATTAN,1.0,New York,40.86583186,-73.9231275,1.0,Senior Centers,False
P.S. 054 Samuel C. Barnes,Brooklyn,BROOKLYN,3.0,New York,40.69273364,-73.95298052,1.0,Public Schools,False
Costco Wholesale Corporation - 318 Brooklyn,Brooklyn,BROOKLYN,3.0,New York,40.6547526,-74.00723324,2.0,Businesses & Commercial Spaces,False
Region 2 Office,Bronx,BRONX,2.0,New York,40.83357938,-73.84509748,1.0,Government Buildings & Services,False
Jacob K. Javits Convention Center,Manhattan,MANHATTAN,1.0,New York,40.75655629,-74.00380806,1.0,Performance Venues,False
Artisan Partners - New York - 712 5th Avenue,Manhattan,MANHATTAN,1.0,New York,40.76248784,-73.97519307,1.0,Businesses & Commercial Spaces,False
P.S. 81Q Jean Paul Richter,Queens,BROOKLYN,3.0,New York,40.70375748,-73.91234365,1.0,Public Schools,True
P.S. 044 David C. Farragut,Bronx,BRONX,2.0,New York,40.84207777,-73.89111524,1.0,Public Schools,False
Fordham University Bronx Location,Bronx,BRONX,2.0,New York,40.86072673616,-73.88953366191,1.0,Colleges & Universities,False
P.S. 028 Mount Hope,Bronx,BRONX,2.0,New York,40.84805043,-73.9035213,1.0,Public Schools,False
P.S. 149 Danny Kaye,Brooklyn,BROOKLYN,3.0,New York,40.66971116,-73.89282162,1.0,Public Schools,False
AIG - FFP - 28 Liberty Street,Manhattan,MANHATTAN,1.0,New York,40.77258322,-73.96526068,4.0,Businesses & Commercial Spaces,False
The High School of Fashion Industries,Manhattan,MANHATTAN,1.0,New York,40.74514906,-73.9960735,1.0,School,False
Equinox,Bronx,BRONX,2.0,New York,40.8351341,-73.8610597,1.0,Health Clubs & Gyms,False
Samar Hospitality,Queens,QUEENS,4.0,New York,40.76160163,-73.76075972,1.0,Businesses & Commercial Spaces,False
JSPOA South Jamaica Senior Centers,Queens,QUEENS,4.0,New York,40.69547066,-73.79413914,1.0,Senior Centers,False
The Riverview School P277Q @ Q777 (Q777),Queens,QUEENS,4.0,New York,40.73712697,-73.92178987,1.0,School,False
Soros Capital Management LLC,Manhattan,MANHATTAN,1.0,New York,40.76500893,-73.98289585,1.0,Businesses & Commercial Spaces,False
The Blackstone Group,Manhattan,MANHATTAN,1.0,New York,40.75816441,-73.97324549,1.0,Businesses & Commercial Spaces,False
"Nederlander Producing Company of America, Inc. - Palace Theatre",Manhattan,MANHATTAN,1.0,New York,40.75869058,-73.98343532,1.0,Performance Venues,False
P.S. 107 Bronx,Bronx,BRONX,2.0,New York,40.81846016,-73.86837104,1.0,Public Schools,False
John Adams High School,Queens,QUEENS,4.0,New York,40.678936,-73.837069,15.0,Public Schools,False
Vornado Office Management - 1290 AotA,Manhattan,MANHATTAN,1.0,New York,40.76085011,-73.97971672,1.0,Businesses & Commercial Spaces,False
Columbia University - Studebaker Building,Manhattan,MANHATTAN,1.0,New York,40.81788553,-73.95771856,1.0,Colleges & Universities,False
P.S. 166 Henry Gradstein,Queens,QUEENS,4.0,New York,40.7573015,-73.92673287,1.0,Public Schools,False
Art and Design High School,Manhattan,MANHATTAN,1.0,New York,40.7591454,-73.96699314,1.0,School,False
PSS City Island Senior Centers,Bronx,BRONX,2.0,New York,40.84129187,-73.78376891,1.0,Senior Centers,False
Empire State Realty Trust,Manhattan,MANHATTAN,1.0,New York,40.7508219,-73.98776113,1.0,Businesses & Commercial Spaces,False
Bronx High School Of Business,Bronx,BRONX,2.0,New York,40.84041504,-73.9109088,1.0,School,False
P751M @ M323 (M323),Manhattan,MANHATTAN,1.0,New York,40.73099141,-74.00719103,1.0,Public Schools,False
The Urban Assembly School for Global Commerce,Manhattan,MANHATTAN,1.0,New York,40.80737595,-73.93943257,1.0,School,False
P.S. 099 Kew Gardens - Annex,Queens,QUEENS,4.0,New York,40.70974078,-73.82741272,1.0,Public Schools,False
Ascena Retail Group Inc. - HQ - Ann Inc - NYC Office,Manhattan,MANHATTAN,1.0,New York,40.75590782,-73.98668095,20.0,Businesses & Commercial Spaces,False
Family Life Academy Charter School II,Bronx,BRONX,2.0,New York,40.81179212,-73.92524931,1.0,School,False
P.S. X088 - S. Silverstein Little Sparrow School,Bronx,BRONX,2.0,New York,40.83726886,-73.91357288,1.0,Public Schools,False
